"","inst_type","org_name","ORG_STATE","IDC_decline","oldIDC","totaldirect","IDC_pct_decline","IDC_decline_mm","totaldirect_mm","oldIDC_mm","IDC_plot_name"
"780","Not Higher Ed","Bioincept, Llc","OH",21920.2,120415,656632,0.182038782543703,0.0219202,0.656632,0.120415,"Other"
"781","Not Higher Ed","Biokier, Inc.","NC",72743.6,116390,290976,0.624998711229487,0.0727436,0.290976,0.11639,"Other"
"782","Not Higher Ed","Biological Mimetics, Inc.","MD",107970.45,278112,1134277,0.38822650586814,0.10797045,1.134277,0.278112,"Other"
"783","Not Higher Ed","Biomedical Research & Training Institute","",0,20151,256686,0,0,0.256686,0.020151,"Other"
"784","Not Higher Ed","Biomedinnovations, Inc.","NC",187662.05,391157,1356633,0.479761451284267,0.18766205,1.356633,0.391157,"Other"
"785","Not Higher Ed","Biomedware","MI",214790.75,343664,859155,0.62500218236417,0.21479075,0.859155,0.343664,"Other"
"786","Not Higher Ed","Biopac Systems, Inc.","CA",19928.5,99865,532910,0.199554398437891,0.0199285,0.53291,0.099865,"Other"
"787","Not Higher Ed","Biopeptides, Inc.","CT",0,106194,807036,0,0,0.807036,0.106194,"Other"
"788","Not Higher Ed","Bioplatinum Technologies, Llc","VA",0,13664,325164,0,0,0.325164,0.013664,"Other"
"789","Not Higher Ed","Bioprovar Corporation","TX",0,11920,198662,0,0,0.198662,0.01192,"Other"
"790","Not Higher Ed","Biopticstechnology, Llc","KY",1058.05,114235,754513,0.00926204753359306,0.00105805,0.754513,0.114235,"Other"
"791","Not Higher Ed","Biosensics, Llc","MA",193174.25,561400,2467711,0.344093783398646,0.19317425,2.467711,0.5614,"Other"
"792","Not Higher Ed","Biosensing Instrument, Inc.","AZ",6534.95,44234,251327,0.147735904507845,0.00653495,0.251327,0.044234,"Other"
"793","Not Higher Ed","Biospyder Technologies, Inc.","CA",413207.5,661132,1652830,0.625,0.4132075,1.65283,0.661132,"Other"
"794","Not Higher Ed","Biosurfaces","MA",0,101024,684673,0,0,0.684673,0.101024,"Other"
"795","Not Higher Ed","Biotechnology Research Institute-Kalro","",0,17769,377173,0,0,0.377173,0.017769,"Other"
"796","Not Higher Ed","Biotherapeutics, Inc.","VA",157707.65,252332,630829,0.625000594454925,0.15770765,0.630829,0.252332,"Other"
"797","Not Higher Ed","Biovinc, Llc","CA",25682.1,141648,773106,0.181309301931549,0.0256821,0.773106,0.141648,"Other"
"798","Not Higher Ed","Bioxytech Retina, Inc.","CA",26238.5,72404,307770,0.362390199436495,0.0262385,0.30777,0.072404,"Other"
"799","Not Higher Ed","Black Hills Ctr/American Indian Health","SD",3203.9,222464,1869620,0.0144018807537399,0.0032039,1.86962,0.222464,"Other"
"800","Not Higher Ed","Blackfeet Community College","MT",0,23327,509680,0,0,0.50968,0.023327,"Other"
"801","Not Higher Ed","Blackrock Microsystems","UT",0,19537,279651,0,0,0.279651,0.019537,"Other"
"802","Not Higher Ed","Bloodworks","WA",702942,902796,1423415,0.778627729852591,0.702942,1.423415,0.902796,"Other"
"803","Not Higher Ed","Bloom Science, Inc.","CA",27886.6,58969,207216,0.472902711594228,0.0278866,0.207216,0.058969,"Other"
"804","Not Higher Ed","Bloomer Health Tech Inc","MA",47456.25,155100,717625,0.305971953578337,0.04745625,0.717625,0.1551,"Other"
"805","Not Higher Ed","Bluegrass Advanced Materials, Llc","KY",31036.95,97608,443807,0.317975473321859,0.03103695,0.443807,0.097608,"Other"
"806","Not Higher Ed","Bluewillow Biologics, Inc.","MI",159231.25,254770,636925,0.625,0.15923125,0.636925,0.25477,"Other"
"807","Not Higher Ed","Bmseed, Llc","AZ",51086.55,149520,656223,0.341670345104334,0.05108655,0.656223,0.14952,"Other"
"808","Not Higher Ed","Boise State University","ID",521736.55,858808,2247143,0.607512447485352,0.52173655,2.247143,0.858808,"Other"
"809","Not Higher Ed","Bold Type Llc","FL",64248.35,102797,256991,0.625002188779828,0.06424835,0.256991,0.102797,"Other"
"810","Not Higher Ed","Bolden Therapeutics, Inc.","RI",82060.55,132857,338643,0.617660717914751,0.08206055,0.338643,0.132857,"Other"
"811","Not Higher Ed","Bolder Biotechnology, Inc.","CO",98853.85,210916,747081,0.468688245557473,0.09885385,0.747081,0.210916,"Other"
"812","Not Higher Ed","Bondwell Technologies Lp","TX",262724.4,381279,790364,0.6890607665253,0.2627244,0.790364,0.381279,"Other"
"813","Not Higher Ed","Borrow My Glasses, Llc","CT",4197.55,14020,65483,0.299397289586305,0.00419755,0.065483,0.01402,"Other"
"814","Not Higher Ed","Boston Children's Hospital","MA",57588664.9,80417402,164742933,0.716121927191828,57.5886649,164.742933,80.417402,"Boston Children's Hospital"
"815","Not Higher Ed","Boston College","MA",90000,123750,225000,0.727272727272727,0.09,0.225,0.12375,"Other"
"816","Not Higher Ed","Boston Immune Technologies And Therapeutics, Inc.","MA",178614.55,440866,1748343,0.405144760539484,0.17861455,1.748343,0.440866,"Other"
"817","Not Higher Ed","Boston Medical Center","MA",4840704.4,7642885,22507970,0.633360884011731,4.8407044,22.50797,7.642885,"Other"
"818","Not Higher Ed","Boston University (Charles River Campus)","MA",74137.6,234681,2530045,0.315907977211619,0.0741376,2.530045,0.234681,"Other"
"819","Not Higher Ed","Boston University Medical Campus","MA",6602725.25,11049685,38678900,0.597548731027174,6.60272525,38.6789,11.049685,"Other"
"820","Not Higher Ed","Boston Va Research Institute, Inc.","MA",111713.35,660501,4178722,0.169134263233515,0.11171335,4.178722,0.660501,"Other"
"821","Not Higher Ed","Botswana-Harvard Aids Institute","",0,61242,859817,0,0,0.859817,0.061242,"Other"
"822","Not Higher Ed","Boulder Care, Inc.","OR",47935.2,77895,199732,0.615382245330252,0.0479352,0.199732,0.077895,"Other"
"823","Not Higher Ed","Boyce Thompson Inst For Plant Research","NY",122443.75,188749,442035,0.648712046156536,0.12244375,0.442035,0.188749,"Other"
"824","Not Higher Ed","Brain Electrophysiology Laboratory Company, Llc","OR",30031.25,209153,1194145,0.143585078865711,0.03003125,1.194145,0.209153,"Other"
"825","Not Higher Ed","Branchpoint Biosciences Inc.","CA",68325,109320,273300,0.625,0.068325,0.2733,0.10932,"Other"
"826","Not Higher Ed","Brandeis University","MA",261734,514877,1687620,0.508342769243917,0.261734,1.68762,0.514877,"Other"
"827","Not Higher Ed","Bridgesource Medical Corporation","TX",301417.35,488268,1245671,0.617319484381528,0.30141735,1.245671,0.488268,"Other"
"828","Not Higher Ed","Brigham And Women's Hospital","MA",90276797.85,134644434,323913551,0.670482954015017,90.27679785,323.913551,134.644434,"Brigham And Women's Hospital"
"829","Not Higher Ed","Brightoutcome Inc.","IL",51551.3,290037,1618199,0.177740426221482,0.0515513,1.618199,0.290037,"Other"
"830","Not Higher Ed","Brightspec, Inc.","VA",46909.8,119628,484788,0.392130604875113,0.0469098,0.484788,0.119628,"Other"
"831","Not Higher Ed","Briteseed, Llc","IL",133701.25,213922,534805,0.625,0.13370125,0.534805,0.213922,"Other"
"832","Not Higher Ed","Brixton Biosciences, Inc.","MA",0,66811,866635,0,0,0.866635,0.066811,"Other"
"833","Not Higher Ed","Broad Institute, Inc.","MA",23476222.15,39509123,115880559,0.594197500916434,23.47622215,115.880559,39.509123,"Broad Institute, Inc."
"834","Not Higher Ed","Brock University","ON",0,17937,224207,0,0,0.224207,0.017937,"Other"
"835","Not Higher Ed","Bronxworks, Inc.","NY",0,19084,355916,0,0,0.355916,0.019084,"Other"
"836","Not Higher Ed","Brookhaven Science Assoc-Brookhaven Lab","NY",3351883.3,3803260,3009178,0.881318474151123,3.3518833,3.009178,3.80326,"Other"
"837","Not Higher Ed","Brooklyn Innoseq Inc.","NY",50022.35,80036,200091,0.624998125843371,0.05002235,0.200091,0.080036,"Other"
"838","Not Higher Ed","Brown University","RI",6111204.3,9158588,20649230,0.667264899349114,6.1112043,20.64923,9.158588,"Other"
"839","Not Higher Ed","Bryant University","RI",121476.65,161969,269949,0.749999382597905,0.12147665,0.269949,0.161969,"Other"
"840","Not Higher Ed","Bsolutions, Inc.","WA",24835,53200,189100,0.466823308270677,0.024835,0.1891,0.0532,"Other"
"841","Not Higher Ed","Buck Institute For Research On Aging","CA",9688774.85,12318627,18175631,0.78651418295237,9.68877485,18.175631,12.318627,"Other"
"842","Not Higher Ed","Bumptup Labs, Inc.","KY",49380.3,79008,197518,0.62500379708384,0.0493803,0.197518,0.079008,"Other"
"843","Not Higher Ed","Butler Hospital (Providence, Ri)","RI",730300.1,1539669,6115764,0.474322792756105,0.7303001,6.115764,1.539669,"Other"
"844","Not Higher Ed","Caladan Therapeutics, Inc.","AL",12778.4,48137,235724,0.265459002430563,0.0127784,0.235724,0.048137,"Other"
"845","Not Higher Ed","California Department Of Public Health","CA",35334.25,163688,1450062,0.215863410879234,0.03533425,1.450062,0.163688,"Other"
"846","Not Higher Ed","California Institute Of Technology","CA",1272987.6,1675613,5030466,0.759714564162489,1.2729876,5.030466,1.675613,"Other"
"847","Not Higher Ed","California Medical Innovations Institute","CA",948948.35,1316261,2448751,0.720942389085447,0.94894835,2.448751,1.316261,"Other"
"848","Not Higher Ed","California Pacific Med Ctr Res Institute","CA",929644.6,3659245,19085558,0.254053664075513,0.9296446,19.085558,3.659245,"Other"
"849","Not Higher Ed","California State Dept/Food/Agriculture","CA",711512.15,1403246,4611559,0.507047338813009,0.71151215,4.611559,1.403246,"Other"
"850","Not Higher Ed","California State University Bakersfield Auxiliary For Sponsored Programs Administration","CA",0,17338,252344,0,0,0.252344,0.017338,"Other"
"851","Not Higher Ed","California State University Fullerton","CA",36584.4,59343,151724,0.616490571760781,0.0365844,0.151724,0.059343,"Other"
"852","Not Higher Ed","Calla Health Foundation","NC",15828.05,125042,728093,0.126581868492187,0.01582805,0.728093,0.125042,"Other"
"853","Not Higher Ed","Callentis Consulting Group Llc","TX",0,16406,267910,0,0,0.26791,0.016406,"Other"
"854","Not Higher Ed","Cambium Oncology Llc","GA",0,18419,360081,0,0,0.360081,0.018419,"Other"
"855","Not Higher Ed","Cambridge Health Alliance","MA",1194005.4,1652697,3057944,0.72245874470638,1.1940054,3.057944,1.652697,"Other"
"856","Not Higher Ed","Camino Pharma, Llc","CA",0,41313,1164403,0,0,1.164403,0.041313,"Other"
"857","Not Higher Ed","Campesinos Sin Fronteras","AZ",0,40100,334900,0,0,0.3349,0.0401,"Other"
"858","Not Higher Ed","Canairy Llc","AL",0,32978,270546,0,0,0.270546,0.032978,"Other"
"859","Not Higher Ed","Cancer Targeted Technology, Llc","WA",66755.55,106809,267023,0.624999297811982,0.06675555,0.267023,0.106809,"Other"
"860","Not Higher Ed","Cantata Bio Llc","MA",208135,333016,832540,0.625,0.208135,0.83254,0.333016,"Other"
"861","Not Higher Ed","Capsulomics, Llc","MD",165349.6,353209,1252396,0.468135296665714,0.1653496,1.252396,0.353209,"Other"
"862","Not Higher Ed","Cardiac Rsk3 Inhibitors, Llc","CA",31416.8,269024,1584048,0.116780658974664,0.0314168,1.584048,0.269024,"Other"
"863","Not Higher Ed","Cardiff University","",0,64895,1157935,0,0,1.157935,0.064895,"Other"
"864","Not Higher Ed","Care.coach Corporation","CA",336268.4,588470,1681344,0.571428280116234,0.3362684,1.681344,0.58847,"Other"
"865","Not Higher Ed","Cari Health, Inc.","CA",51783.7,83815,213542,0.617833323390801,0.0517837,0.213542,0.083815,"Other"
"866","Not Higher Ed","Caring Technologies, Inc.","ID",198269.1,326130,852406,0.607944991261154,0.1982691,0.852406,0.32613,"Other"
"867","Not Higher Ed","Carle Foundation","IL",532368.85,840007,2050921,0.633767159083198,0.53236885,2.050921,0.840007,"Other"
"868","Not Higher Ed","Carnegie Institution Of Washington, D.c.","DC",802380.4,1042099,1598124,0.769965617470125,0.8023804,1.598124,1.042099,"Other"
"869","Not Higher Ed","Carnegie-Mellon University","PA",173310.4,248347,500244,0.69785582269969,0.1733104,0.500244,0.248347,"Other"
"870","Not Higher Ed","Carolinas Medical Center","NC",1,1,0,1,1e-06,0,1e-06,"Other"
"871","Not Higher Ed","Cartesian Therapeutics, Inc.","MD",0,113889,1423612,0,0,1.423612,0.113889,"Other"
"872","Not Higher Ed","Case Western Reserve University","OH",5950884.9,8470628,17653000,0.702531724920514,5.9508849,17.653,8.470628,"Other"
"873","Not Higher Ed","Castner Incorporated","NY",9.09494701772928e-13,7894,197611,1.15213415476682e-16,9.09494701772928e-19,0.197611,0.007894,"Other"
"874","Not Higher Ed","Cathbuddy, Inc.","NY",0,17812,360681,0,0,0.360681,0.017812,"Other"
"875","Not Higher Ed","Cathpro Technologies Llc","UT",52750,84400,211000,0.625,0.05275,0.211,0.0844,"Other"
"876","Not Higher Ed","Cbez, Llc","CA",0,22489,351388,0,0,0.351388,0.022489,"Other"
"877","Not Higher Ed","Cedars-Sinai Medical Center","CA",24089939.6,34611157,72188275,0.696016593724388,24.0899396,72.188275,34.611157,"Cedars-Sinai Medical Center"
"878","Not Higher Ed","Ceiba Bio Inc.","CA",32768.65,90547,385189,0.361896584094448,0.03276865,0.385189,0.090547,"Other"
"879","Not Higher Ed","Celdara Medical, Llc","NH",653142.8,1057028,2762568,0.617904918318152,0.6531428,2.762568,1.057028,"Other"
"880","Not Higher Ed","Celestial Oncology Inc.","CA",263566.95,421707,1054267,0.625000177848601,0.26356695,1.054267,0.421707,"Other"
"881","Not Higher Ed","Cell Microsystems, Inc.","NC",14501.2,104344,598952,0.138974929080733,0.0145012,0.598952,0.104344,"Other"
"882","Not Higher Ed","Cell Preservation Services, Inc.","NY",51250,82000,205000,0.625,0.05125,0.205,0.082,"Other"
"883","Not Higher Ed","Cellarcus Biosciences Inc","CA",80555.8,190936,735868,0.421899484644069,0.0805558,0.735868,0.190936,"Other"
"884","Not Higher Ed","Cellchorus Inc.","TX",182041.25,420722,1631341,0.432687736795319,0.18204125,1.631341,0.420722,"Other"
"885","Not Higher Ed","Celldom, Inc.","CA",156650,250640,626600,0.625,0.15665,0.6266,0.25064,"Other"
"886","Not Higher Ed","Cellergy Pharma","DE",75,37500,249500,0.002,7.5e-05,0.2495,0.0375,"Other"
"887","Not Higher Ed","Cellforma, Inc","MA",0,23130,263500,0,0,0.2635,0.02313,"Other"
"888","Not Higher Ed","Cellia Science, Inc.","AR",25156.8,40251,100628,0.624998136692256,0.0251568,0.100628,0.040251,"Other"
"889","Not Higher Ed","Cellibre Inc","CA",0,121896,812640,0,0,0.81264,0.121896,"Other"
"890","Not Higher Ed","Cellinfinity Bio, Inc.","CT",0,36364,363636,0,0,0.363636,0.036364,"Other"
"891","Not Higher Ed","Cellular Vehicles Inc.","CA",49155.55,78649,196623,0.624999046396013,0.04915555,0.196623,0.078649,"Other"
"892","Not Higher Ed","Cenna Biosciences, Inc.","CA",0,6843,966658,0,0,0.966658,0.006843,"Other"
"893","Not Higher Ed","Center For Bioethics And Research, Nigeria","",0,16425,383575,0,0,0.383575,0.016425,"Other"
"894","Not Higher Ed","Center For Innovative Public Health Research","CA",272700.65,561065,1922429,0.486041100407261,0.27270065,1.922429,0.561065,"Other"
"895","Not Higher Ed","Centivax Inc","CA",147492.15,258111,737459,0.571429152573893,0.14749215,0.737459,0.258111,"Other"
"896","Not Higher Ed","Centre De Genetique Humaine","",0,46147,582760,0,0,0.58276,0.046147,"Other"
"897","Not Higher Ed","Centre De Recherche De L'hopital Douglas","PQ",0,75488,999001,0,0,0.999001,0.075488,"Other"
"898","Not Higher Ed","Centre For Chronic Disease Control","",0,22940,286748,0,0,0.286748,0.02294,"Other"
"899","Not Higher Ed","Centre For Infectious Disease Research","",0,67649,1383518,0,0,1.383518,0.067649,"Other"
"900","Not Higher Ed","Centre Hospitalier De L'universite De Montreal (University Of Montreal Hospital)","PQ",0,41580,893564,0,0,0.893564,0.04158,"Other"
"901","Not Higher Ed","Centre Of Excellence In Health Monitoring And Evaluation","",0,15308,1230608,0,0,1.230608,0.015308,"Other"
"902","Not Higher Ed","Centre/Aids Programme/Res/South Africa","",0,200753,3505115,0,0,3.505115,0.200753,"Other"
"903","Not Higher Ed","Centre/Sexual Hlth/Hiv Aid Res/Zimbabwe","",0,24074,300925,0,0,0.300925,0.024074,"Other"
"904","Not Higher Ed","Centrexion Therapeutics Corporation","MA",0,87866,3451641,0,0,3.451641,0.087866,"Other"
"905","Not Higher Ed","Centro Internacional  (Cideim)","",0,14342,280394,0,0,0.280394,0.014342,"Other"
"906","Not Higher Ed","Ceramedix Holding, Llc","NY",0,95936,841921,0,0,0.841921,0.095936,"Other"
"907","Not Higher Ed","Ceresti Health, Inc.","CA",0,40621,406208,0,0,0.406208,0.040621,"Other"
"908","Not Higher Ed","Ceria Therapeutics, Inc.","AZ",371016.4,593626,1484064,0.62500025268435,0.3710164,1.484064,0.593626,"Other"
"909","Not Higher Ed","Certara Uk Limited","",0,22149,477610,0,0,0.47761,0.022149,"Other"
"910","Not Higher Ed","Cerulean Scientific Inc.","PA",175168.35,280269,700671,0.625000802800167,0.17516835,0.700671,0.280269,"Other"
"911","Not Higher Ed","Cfd Research Corporation","AL",594380.9,770606,1174834,0.771316210878192,0.5943809,1.174834,0.770606,"Other"
"912","Not Higher Ed","Champaign Imaging, Llc","MN",20843.95,187684,1112267,0.111058747682275,0.02084395,1.112267,0.187684,"Other"
"913","Not Higher Ed","Charles R. Drew University Of Med & Sci","CA",727793.35,1200439,3150971,0.606272663583906,0.72779335,3.150971,1.200439,"Other"
"914","Not Higher Ed","Charles River Analytics, Inc.","MA",109643.25,134349,164705,0.816107674787308,0.10964325,0.164705,0.134349,"Other"
"915","Not Higher Ed","Chembind Llc","GA",5454.8,42698,248288,0.127753056349244,0.0054548,0.248288,0.042698,"Other"
"916","Not Higher Ed","Chemedimmune, Inc.","GA",57249.3,91599,228998,0.624999181213769,0.0572493,0.228998,0.091599,"Other"
"917","Not Higher Ed","Chemia Biosciences, Inc.","PA",96081.5,159854,425150,0.601057840279255,0.0960815,0.42515,0.159854,"Other"
"918","Not Higher Ed","Cherokee Nation","OK",0,94848,2876516,0,0,2.876516,0.094848,"Other"
"919","Not Higher Ed","Chesapeake Genomic Systems Llc","MD",0,16565,260382,0,0,0.260382,0.016565,"Other"
"920","Not Higher Ed","Chess Mobile Health, Inc.","NY",40227.1,100567,402266,0.400002983085903,0.0402271,0.402266,0.100567,"Other"
"921","Not Higher Ed","Chestnut Health Systems, Inc.","IL",199220.85,467705,1954960,0.425954073614779,0.19922085,1.95496,0.467705,"Other"
"922","Not Higher Ed","Chiang Mai University","",0,83838,1873136,0,0,1.873136,0.083838,"Other"
"923","Not Higher Ed","Chicago Assn For Research & Educ In Sci","IL",20092,42499,149380,0.472764065036824,0.020092,0.14938,0.042499,"Other"
"924","Not Higher Ed","Chicago Biosolutions, Inc.","IL",0,95378,838486,0,0,0.838486,0.095378,"Other"
"925","Not Higher Ed","Child Health Research Foundation","",0,9997,124958,0,0,0.124958,0.009997,"Other"
"926","Not Higher Ed","Child Mind Institute, Inc.","NY",164362.25,264149,665245,0.622233095714918,0.16436225,0.665245,0.264149,"Other"
"927","Not Higher Ed","Children's Cancer Therapy Develop/Inst","OR",38682.05,71279,217313,0.542685082562887,0.03868205,0.217313,0.071279,"Other"
"928","Not Higher Ed","Children's Hosp Of Philadelphia","PA",37502765.95,56100689,136619336,0.668490291625474,37.50276595,136.619336,56.100689,"Children's Hosp Of Philadelphia"
"929","Not Higher Ed","Children's Hospital Med Ctr Of Akron","OH",0,38774,395329,0,0,0.395329,0.038774,"Other"
"930","Not Higher Ed","Children's Hospital Of Los Angeles","CA",5951836.65,9724702,29224023,0.612032805735333,5.95183665,29.224023,9.724702,"Other"
"931","Not Higher Ed","Children's Hospital Of Orange County","CA",92592.2,193736,674292,0.47792976008589,0.0925922,0.674292,0.193736,"Other"
"932","Not Higher Ed","Children's Hospital Of Wisconsin","WI",63873.45,131535,451077,0.485600410537119,0.06387345,0.451077,0.131535,"Other"
"933","Not Higher Ed","Children's Hospitals And Clinics","MN",25274.2,93955,457872,0.2690032462349,0.0252742,0.457872,0.093955,"Other"
"934","Not Higher Ed","Children's Mercy Hosp (Kansas City, Mo)","MO",1405444.15,2393049,7465493,0.587302704624937,1.40544415,7.465493,2.393049,"Other"
"935","Not Higher Ed","Children's National Medical Center","DC",0,48054,410704,0,0,0.410704,0.048054,"Other"
"936","Not Higher Ed","Children's Research Institute","DC",8893362.9,12350137,25398131,0.720102368095188,8.8933629,25.398131,12.350137,"Other"
"937","Not Higher Ed","Chimerna Therapeutics Inc.","NY",101580,162528,406320,0.625,0.10158,0.40632,0.162528,"Other"
"938","Not Higher Ed","China Medical University","",0,8400,126600,0,0,0.1266,0.0084,"Other"
"939","Not Higher Ed","Chn Nebraska","NE",0,12803,128025,0,0,0.128025,0.012803,"Other"
"940","Not Higher Ed","Christiana Care Health Services, Inc.","DE",221462.55,439692,1454863,0.503676550858328,0.22146255,1.454863,0.439692,"Other"
"941","Not Higher Ed","Chromatan Corporation","MA",217693.2,348309,870772,0.625000215326047,0.2176932,0.870772,0.348309,"Other"
"942","Not Higher Ed","Chromologic, Llc","CA",49453.05,140958,610033,0.350835355212191,0.04945305,0.610033,0.140958,"Other"
"943","Not Higher Ed","Chulalongkorn University","",0,10165,127064,0,0,0.127064,0.010165,"Other"
"944","Not Higher Ed","Cian, Inc.","WI",61735.55,98777,246943,0.624999240713931,0.06173555,0.246943,0.098777,"Other"
"945","Not Higher Ed","Cibots, Inc.","CA",36346.85,90086,358261,0.403468352463202,0.03634685,0.358261,0.090086,"Other"
"946","Not Higher Ed","Cincinnati Childrens Hosp Med Ctr","OH",33573931.3,50989879,122398908,0.658443047099602,33.5739313,122.398908,50.989879,"Cincinnati Childrens Hosp Med Ctr"
"947","Not Higher Ed","Circle Clinical, Llc","SD",0,19211,230339,0,0,0.230339,0.019211,"Other"
"948","Not Higher Ed","Circulatech Llc","FL",1380.1,49000,317466,0.028165306122449,0.0013801,0.317466,0.049,"Other"
"949","Not Higher Ed","City College Of New York","NY",1178011.75,1712206,3561295,0.68800818943515,1.17801175,3.561295,1.712206,"Other"
"950","Not Higher Ed","City Labs, Inc.","FL",41914.85,67064,167661,0.62499776333055,0.04191485,0.167661,0.067064,"Other"
"951","Not Higher Ed","Civatech Oncology, Inc.","NC",161779.3,276847,767118,0.58436356543506,0.1617793,0.767118,0.276847,"Other"
"952","Not Higher Ed","Clairvoyant Networks, Inc.","TX",0,6100,1172771,0,0,1.172771,0.0061,"Other"
"953","Not Higher Ed","Clarametyx Bioscience, Inc.","OH",162690.5,284708,813450,0.571429324079408,0.1626905,0.81345,0.284708,"Other"
"954","Not Higher Ed","Claret Bioscience, Llc","MI",59843.2,95749,239372,0.625000783297998,0.0598432,0.239372,0.095749,"Other"
"955","Not Higher Ed","Clark Atlanta University","GA",571200.85,826201,1700001,0.691358216705136,0.57120085,1.700001,0.826201,"Other"
"956","Not Higher Ed","Clear Scientific, Llc","MA",550135.75,1507793,7003914,0.36486158909081,0.55013575,7.003914,1.507793,"Other"
"957","Not Higher Ed","Clear Session, Inc.","NY",0,53671,414126,0,0,0.414126,0.053671,"Other"
"958","Not Higher Ed","Clemson University","SC",1375734.2,2061521,4571912,0.667339406195717,1.3757342,4.571912,2.061521,"Other"
"959","Not Higher Ed","Cleveland Clinic Foundation","OH",999515.2,1591504,3946592,0.628031849118821,0.9995152,3.946592,1.591504,"Other"
"960","Not Higher Ed","Cleveland Clinic Lerner Com-Cwru","OH",3974543.1,5571778,10867602,0.713334791874335,3.9745431,10.867602,5.571778,"Other"
"961","Not Higher Ed","Cleveland Va Medical Research/Ed/Fdn","OH",13800,25050,75000,0.550898203592814,0.0138,0.075,0.02505,"Other"
"962","Not Higher Ed","Clinical Data Interchange Stand/Consort","TX",14533.1,45236,204686,0.321272880007074,0.0145331,0.204686,0.045236,"Other"
"963","Not Higher Ed","Cmtx Biotech, Inc.","NY",41540.15,72695,207699,0.571430634844212,0.04154015,0.207699,0.072695,"Other"
"964","Not Higher Ed","Cnd Life Sciences, Inc.","AZ",77697.2,183962,708432,0.422354616714321,0.0776972,0.708432,0.183962,"Other"
"965","Not Higher Ed","Coalesenz Inc.","MA",43748.75,76640,219275,0.570834420668058,0.04374875,0.219275,0.07664,"Other"
"966","Not Higher Ed","Coapt, Llc","IL",30378.8,130244,665768,0.233245293449218,0.0303788,0.665768,0.130244,"Other"
"967","Not Higher Ed","Coastal Marine Biolabs","CA",0,9980,124744,0,0,0.124744,0.00998,"Other"
"968","Not Higher Ed","Codomax Inc.","MA",64251.4,141202,513004,0.455031798416453,0.0642514,0.513004,0.141202,"Other"
"969","Not Higher Ed","Cog Analytics, Llc","MD",44418.15,146676,681719,0.302831751615806,0.04441815,0.681719,0.146676,"Other"
"970","Not Higher Ed","Cognifisense, Inc.","CA",17008.45,133981,779817,0.126946731252939,0.01700845,0.779817,0.133981,"Other"
"971","Not Higher Ed","Cognition Therapeutics, Inc.","PA",0,851056,12276691,0,0,12.276691,0.851056,"Other"
"972","Not Higher Ed","Cohere-Med, Inc.","CA",0,105116,820565,0,0,0.820565,0.105116,"Other"
"973","Not Higher Ed","Cold Spring Harbor Laboratory","NY",15184188.7,18461424,23057200,0.822481987304988,15.1841887,23.0572,18.461424,"Cold Spring Harbor Laboratory"
"974","Not Higher Ed","Collaborations Pharmaceuticals, Inc.","NC",96457.9,296238,2103349,0.325609476164435,0.0964579,2.103349,0.296238,"Other"
"975","Not Higher Ed","Collagen Medical, Llc","MA",16500.2,122246,704972,0.134975377517465,0.0165002,0.704972,0.122246,"Other"
"976","Not Higher Ed","Collamedix Inc.","OH",6123.15,123343,1098964,0.0496432712030679,0.00612315,1.098964,0.123343,"Other"
"977","Not Higher Ed","College Of Health Scis Univ Of Zimbabwe","",0,34852,449468,0,0,0.449468,0.034852,"Other"
"978","Not Higher Ed","College Of Medicine, University Of Ibadan","",1.81898940354586e-12,18254,242673,9.96488114137097e-17,1.81898940354586e-18,0.242673,0.018254,"Other"
"979","Not Higher Ed","College Of Medicine, University Of Lagos","",0,16308,203843,0,0,0.203843,0.016308,"Other"
"980","Not Higher Ed","Colliga Apps Corp.","TX",28240.85,128510,668461,0.219756050112832,0.02824085,0.668461,0.12851,"Other"
"981","Not Higher Ed","Collinge And Associates","OR",161599.85,258560,646401,0.624999419863861,0.16159985,0.646401,0.25856,"Other"
"982","Not Higher Ed","Color Health, Inc.","CA",0,2311910,18423090,0,0,18.42309,2.31191,"Other"
"983","Not Higher Ed","Colorado State Department/Agriculture","CO",36645.55,141600,796738,0.258796257062147,0.03664555,0.796738,0.1416,"Other"
"984","Not Higher Ed","Colorado State Dept/Pub Hlth & Environmt","CO",0,20740,493814,0,0,0.493814,0.02074,"Other"
"985","Not Higher Ed","Colorado State University","CO",637656.7,1010060,2609987,0.631305764014019,0.6376567,2.609987,1.01006,"Other"
"986","Not Higher Ed","Columbia Univ New York Morningside","NY",344734.4,829756,3352749,0.415464787238658,0.3447344,3.352749,0.829756,"Other"
"987","Not Higher Ed","Columbia University Health Sciences","NY",16016316.45,23582658,64137115,0.679156541641744,16.01631645,64.137115,23.582658,"Columbia University Health Sciences"
"988","Not Higher Ed","Compovax, Llc","AL",30979.6,65401,229476,0.473686946682772,0.0309796,0.229476,0.065401,"Other"
"989","Not Higher Ed","Comprehensive Cancer Center/ Univ/Pr","PR",253236.05,751939,5052117,0.336777384867655,0.25323605,5.052117,0.751939,"Other"
"990","Not Higher Ed","Confederated Tribes And Bands Of The Yakama Nation","WA",0,39897,483027,0,0,0.483027,0.039897,"Other"
"991","Not Higher Ed","Conifer Point Pharmaceuticals, Llc","PA",83572.65,133716,334289,0.62500112178049,0.08357265,0.334289,0.133716,"Other"
